customer_id,product_type,months_on_book,num_transactions_last_month,defaulted,credit_limit,current_exposure,ccf,undrawn_amount,ead,segment,utilization_rate
55,Kreditkort,20,7,0,34385.299586476496,32036.3,0.75,2348.999586476497,33798.04968985737,Retail,0.9316859351314088
56,Leasing,61,4,0,40129.05958717517,21401.13,0.18,18727.92958717517,24772.157325691533,Corporate,0.5333075387303514
57,Revolverande,108,5,1,66086.84741668901,37235.0,0.42,28851.84741668901,49352.775915009384,Retail,0.5634252722818942
58,Revolverande,105,4,0,71084.37608214038,63167.31,0.61,7917.066082140387,67996.72031010564,Retail,0.8886243852940068
59,Revolverande,19,5,0,59688.432414118804,24100.27,0.83,35588.16241411881,53638.44480371861,Retail,0.4037678495691115
60,Annuitetslån,16,4,0,29481.32881899321,9392.36,0.01,20088.96881899321,9593.249688189933,Retail,0.31858672509866703
61,Annuitetslån,33,6,0,25802.8380098687,22984.6,0.08,2818.2380098687026,23210.059040789496,Retail,0.8907779830733804
62,Revolverande,26,9,0,78934.75058088028,65834.31,0.7,13100.440580880284,75004.6184066162,Retail,0.8340345603872282
63,Leasing,101,3,0,61475.79247349658,57306.44,0.19,4169.352473496576,58098.61696996435,Corporate,0.9321789552319465
64,Annuitetslån,110,8,0,26411.316479761976,8923.18,0.09,17488.136479761975,10497.112283178578,Retail,0.3378544195946274
65,Revolverande,62,5,0,45568.18776531762,18296.32,0.74,27271.86776531762,38477.50214633504,Retail,0.40151519946829006
66,Kreditkort,47,1,0,45986.77461514907,16943.97,0.6,29042.80461514907,34369.65276908944,Retail,0.3684531072639802
67,Revolverande,100,3,0,48630.205462496786,36191.6,0.51,12438.605462496787,42535.28878587336,Retail,0.7442205858642869
68,Leasing,5,5,1,74500.53789697777,51696.41,0.02,22804.127896977763,52152.49255793956,Corporate,0.6939065335539967
69,Revolverande,39,4,0,54433.05724830075,29043.73,0.61,25389.32724830075,44531.21962146346,Retail,0.5335678624023394
70,Leasing,45,6,0,59021.69678926651,19909.51,0.04,39112.18678926652,21473.99747157066,Corporate,0.33732527329882994
71,Kreditkort,42,5,0,33439.26974775949,23935.17,0.35,9504.099747759494,27261.60491171582,Retail,0.7157802840955793
72,Revolverande,92,5,0,65300.93119087627,43789.39,0.55,21511.54119087627,55620.737654981946,Retail,0.6705783394114627
73,Revolverande,57,4,0,42952.97372846188,16038.09,0.83,26914.883728461882,38377.44349462336,Retail,0.37338718621413397
74,Leasing,89,9,0,43284.050609788974,38557.06,0.0,4726.990609788976,38557.06,Corporate,0.8907913990674445
75,Kreditkort,110,6,0,31723.114020727073,13619.28,0.43,18103.834020727074,21403.928628912643,Retail,0.42931724770467083
76,Kreditkort,41,7,0,23575.510003487794,18466.25,0.49,5109.260003487794,20969.787401709018,Retail,0.7832810402518579
77,Kreditkort,17,3,0,52443.31476310866,45903.6,0.53,6539.714763108663,49369.64882444759,Retail,0.8752993628902146
78,Revolverande,115,2,1,58126.9582020511,39332.11,0.49,18794.8482020511,48541.58561900504,Retail,0.6766586660750485
79,Annuitetslån,6,3,1,36581.337757499845,16843.94,0.1,19737.397757499846,18817.679775749984,Retail,0.46045172299765563
80,Revolverande,95,2,0,68669.86672534625,34404.4,0.69,34265.46672534625,58047.572040488914,Retail,0.5010116029146339
81,Leasing,88,7,0,33150.12512459302,29030.75,0.1,4119.375124593018,29442.687512459303,Corporate,0.8757357593942539
82,Kreditkort,27,2,0,46885.64138075547,23155.28,0.3,23730.361380755472,30274.38841422664,Retail,0.49386719085182956
83,Annuitetslån,15,5,0,30961.113402736522,24305.21,0.05,6655.903402736523,24638.005170136825,Retail,0.7850237710718686
84,Revolverande,84,5,0,78004.01116903819,73605.16,0.82,4398.851169038186,77212.21795861132,Retail,0.9436073721964672
85,Annuitetslån,35,7,0,21691.98832515599,20604.8,0.02,1087.188325155992,20626.54376650312,Retail,0.949880651378777
86,Annuitetslån,18,5,0,23751.635923698675,15361.65,0.04,8389.985923698676,15697.249436947946,Retail,0.6467617661936541
87,Kreditkort,111,6,0,40800.14990010848,34160.39,0.31,6639.759900108482,36218.71556903363,Retail,0.8372613846673433
88,Kreditkort,44,7,0,44139.52526181028,41652.81,0.74,2486.7152618102846,43492.979293739605,Retail,0.9436623922196599
89,Leasing,110,3,0,52115.60838848756,28326.78,0.01,23788.828388487564,28564.668283884876,Corporate,0.5435373561955278
90,Annuitetslån,68,6,0,27513.31563312099,12768.0,0.09,14745.31563312099,14095.078406980889,Retail,0.4640662059875353
91,Revolverande,57,8,0,59255.38593224126,22176.43,0.56,37078.95593224126,42940.645322055105,Retail,0.37425171823804887
92,Kreditkort,101,3,0,30513.100330277375,11948.47,0.56,18564.630330277374,22344.66298495533,Retail,0.39158492158018554
93,Kreditkort,44,6,0,17890.2893991204,15292.83,0.61,2597.4593991204,16877.280233463443,Retail,0.8548117729583453
94,Kreditkort,36,5,0,52952.43224743876,36149.04,0.36,16803.39224743876,42198.26120907795,Retail,0.6826700581208616
95,Kreditkort,32,3,0,30191.620831282817,26203.64,0.5,3987.9808312828172,28197.630415641408,Retail,0.8679110057201467
96,Annuitetslån,15,4,0,33262.865627272724,27047.56,0.03,6215.305627272723,27234.019168818184,Retail,0.8131458156095637
97,Kreditkort,15,6,0,36980.542759502,27289.2,0.33,9691.342759502,30487.343110635662,Retail,0.7379340043079317
98,Annuitetslån,20,6,0,31001.309357682538,21578.55,0.08,9422.759357682538,22332.3707486146,Retail,0.6960528586400673
99,Revolverande,34,7,0,54711.60915379128,18132.54,0.42,36579.06915379128,33495.74904459234,Retail,0.33142033803155824
100,Revolverande,98,6,1,55597.241004442345,48201.63,0.73,7395.611004442348,53600.42603324291,Retail,0.866978812782249
101,Revolverande,101,5,0,53333.87417019148,30485.5,0.56,22848.374170191477,43280.58953530723,Retail,0.5715973286080626
102,Kreditkort,41,2,0,50707.282529729455,33662.61,0.39,17044.672529729454,40310.03228659449,Retail,0.6638614479145823
103,Annuitetslån,48,5,1,21599.97627235076,6788.22,0.07,14811.756272350758,7825.042939064553,Retail,0.3142697896705248
104,Kreditkort,118,9,0,47460.34044255887,43115.24,0.56,4345.100442558869,45548.49624783296,Retail,0.9084477607610562
105,Leasing,31,3,0,63785.14875654256,56563.48,0.06,7221.66875654256,56996.78012539256,Corporate,0.8867813449160951
106,Revolverande,64,9,0,74182.0848949764,48450.6,0.66,25731.484894976405,65433.38003068443,Retail,0.65313073997036
107,Annuitetslån,115,2,0,23146.492085135327,15629.73,0.02,7516.762085135328,15780.065241702707,Retail,0.6752526448721536
108,Kreditkort,95,1,0,44714.62437659538,33905.36,0.69,10809.264376595376,41363.75241985081,Retail,0.758261094053757
109,Revolverande,64,4,0,66410.60269411809,31349.24,0.56,35061.362694118085,50983.60310870613,Retail,0.47205173162472397
110,Revolverande,119,3,0,74972.96167181926,33306.37,0.52,41666.59167181925,54972.99766934602,Retail,0.44424508859330764
111,Revolverande,110,4,0,47576.89722123799,35117.22,0.78,12459.677221237987,44835.768232565635,Retail,0.7381149686306976
112,Revolverande,59,5,0,42991.959751521674,15815.65,0.41,27176.309751521672,26957.936998123885,Retail,0.36787460007426653
113,Leasing,18,1,0,42669.0644066096,25394.08,0.05,17274.984406609597,26257.82922033048,Corporate,0.5951403048824845
114,Leasing,58,3,0,45356.14258749344,28134.16,0.08,17221.982587493443,29511.918606999476,Corporate,0.6202943723824906
115,Kreditkort,110,5,0,38252.70451221992,20957.47,0.7,17295.23451221992,33064.13415855394,Retail,0.5478689746840014
116,Leasing,113,3,0,50461.76177176354,21215.35,0.19,29246.411771763538,26772.168236635072,Corporate,0.42042428276595156
117,Leasing,12,12,0,37182.365575225755,19742.18,0.14,17440.185575225754,22183.805980531608,Corporate,0.530955459519069
118,Revolverande,32,2,0,70492.1485336679,36614.48,0.65,33877.6685336679,58634.96454688414,Retail,0.5194121723004723
119,Leasing,27,3,0,64776.55185525988,40454.43,0.13,24322.12185525988,43616.305841183785,Corporate,0.6245227453661549
120,Kreditkort,105,4,0,38353.2560221193,28325.51,0.49,10027.7460221193,33239.10555083845,Retail,0.7385425108017937
121,Leasing,86,9,0,48873.98250823478,45421.17,0.06,3452.8125082347833,45628.338750494084,Corporate,0.9293527490285242
122,Leasing,7,5,0,43581.235546146854,17158.2,0.19,26423.035546146853,22178.576753767902,Corporate,0.3937061394652683
123,Annuitetslån,67,3,0,33537.274177764506,29092.28,0.01,4444.994177764507,29136.729941777645,Retail,0.8674610776593294
124,Revolverande,96,3,0,48841.564530236996,23674.27,0.57,25167.294530236995,38019.62788223509,Retail,0.4847156357029402
125,Revolverande,51,4,0,77094.5183748992,52762.89,0.85,24331.6283748992,73444.77411866433,Retail,0.6843922384133966
126,Annuitetslån,5,4,1,25856.309952793585,16945.68,0.07,8910.629952793584,17569.42409669555,Retail,0.6553789009699408
127,Leasing,47,7,0,53478.887391945085,35403.9,0.01,18074.987391945084,35584.64987391945,Corporate,0.6620163905154932
128,Leasing,16,6,0,66952.68331962507,51565.83,0.0,15386.853319625065,51565.83,Corporate,0.7701831718055295
129,Revolverande,32,3,0,82213.55581689428,45061.04,0.66,37152.51581689428,69581.70043915023,Retail,0.5480974463671147
130,Kreditkort,116,6,0,34150.43647498121,17328.44,0.52,16821.99647498121,26075.878166990227,Retail,0.5074148909544657
131,Annuitetslån,70,6,0,33909.10605482728,28969.99,0.04,4939.116054827278,29167.554642193092,Retail,0.8543424870345661
132,Revolverande,20,4,1,60396.853817477495,26759.54,0.55,33637.313817477494,45260.062599612625,Retail,0.4430618204197979
133,Revolverande,64,7,0,70572.34404684162,29439.95,0.89,41132.394046841626,66047.78070168904,Retail,0.4171598718679311
134,Annuitetslån,39,4,0,32255.324408187786,10003.82,0.03,22251.504408187786,10671.365132245634,Retail,0.3101447647341163
135,Leasing,27,7,0,45838.950630170104,20025.92,0.1,25813.030630170106,22607.22306301701,Corporate,0.43687562050819323
136,Annuitetslån,50,3,0,28181.902214335143,17953.15,0.04,10228.752214335142,18362.300088573407,Retail,0.6370453585233102
137,Kreditkort,67,4,0,54604.2963041919,35494.47,0.38,19109.826304191898,42756.20399559292,Retail,0.650030719236192
138,Kreditkort,55,7,0,30085.700261564958,14001.08,0.39,16084.620261564958,20274.081902010334,Retail,0.46537324636869565
139,Annuitetslån,112,8,0,17554.360975988384,6090.98,0.09,11463.380975988384,7122.684287838954,Retail,0.3469781673244333
140,Leasing,81,2,0,40706.35548735151,31914.46,0.17,8791.89548735151,33409.08223284976,Corporate,0.7840166386282512
141,Leasing,75,9,0,32592.365888277018,25835.45,0.04,6756.915888277017,26105.726635531082,Corporate,0.7926840932186706
142,Revolverande,17,6,0,69556.29273048739,65980.66,0.84,3575.632730487385,68984.19149360941,Retail,0.948593684480252
143,Annuitetslån,51,4,0,35677.53263051596,31575.3,0.02,4102.232630515962,31657.344652610318,Retail,0.8850191611342761
144,Annuitetslån,90,7,0,39283.65802094073,35431.52,0.06,3852.138020940736,35662.64828125644,Retail,0.9019404450856563
145,Revolverande,70,2,0,70115.10491432351,57412.53,0.44,12702.574914323515,63001.66296230235,Retail,0.8188325478533434
146,Revolverande,14,2,1,60127.37906630951,42093.79,0.84,18033.589066309512,57242.00481569999,Retail,0.70007691427192
147,Kreditkort,61,3,0,31657.754769333485,12142.49,0.32,19515.264769333487,18387.374726186717,Retail,0.383554995876154
148,Kreditkort,39,5,0,35153.99170390969,24766.12,0.55,10387.871703909692,30479.44943715033,Retail,0.7045037789334634
149,Revolverande,63,7,1,72786.87707605658,24483.42,0.79,48303.457076056584,62643.1510900847,Retail,0.33637134856626344
150,Revolverande,103,4,0,37547.702085979385,32870.93,0.46,4676.772085979384,35022.24515955052,Retail,0.8754445192073225
151,Leasing,45,4,0,44236.22097913213,27124.94,0.08,17111.28097913213,28493.842478330567,Corporate,0.6131839338806957
152,Revolverande,72,5,0,89817.93493755025,67665.0,0.42,22152.93493755025,76969.2326737711,Retail,0.7533573338893504
153,Revolverande,41,5,0,64592.33444310499,21571.15,0.74,43021.18444310499,53406.82648789769,Retail,0.3339583587739899
154,Annuitetslån,58,4,0,20655.913435642316,13369.78,0.03,7286.133435642316,13588.36400306927,Retail,0.6472616203421001
155,Leasing,65,5,0,44758.42946908672,22192.18,0.11,22566.249469086717,24674.46744159954,Corporate,0.4958212400041307
156,Revolverande,48,6,0,76173.70568133215,36961.72,0.87,39211.98568133215,71076.14754275898,Retail,0.4852293802618321
157,Kreditkort,90,5,0,45605.220400215796,25232.29,0.44,20372.930400215795,34196.37937609495,Retail,0.5532763525440743
158,Kreditkort,13,7,0,44097.156211969894,13247.48,0.32,30849.676211969894,23119.376387830365,Retail,0.30041574418814915
159,Revolverande,64,8,1,59994.40267023186,36196.4,0.74,23798.002670231857,53806.92197597158,Retail,0.6033296172471103
160,Kreditkort,79,4,0,38546.64350826637,23755.08,0.65,14791.563508266365,33369.59628037314,Retail,0.6162684435781212
161,Annuitetslån,100,5,0,35268.7450273922,30367.63,0.1,4901.115027392199,30857.74150273922,Retail,0.861035173676136
162,Kreditkort,27,6,0,43714.70923710101,25859.07,0.37,17855.639237101008,32465.656517727373,Retail,0.5915416218313356
163,Kreditkort,73,9,0,52826.882137080975,28331.67,0.48,24495.212137080976,40089.371825798866,Retail,0.5363116060206219
164,Kreditkort,54,6,0,43697.607192539115,41363.52,0.68,2334.0871925391184,42950.6992909266,Retail,0.9465854690336994
165,Revolverande,6,0,0,65219.439646587874,43781.07,0.8,21438.369646587875,60931.765717270304,Retail,0.671288656223383
166,Leasing,61,4,0,52522.74309894231,31891.74,0.12,20631.003098942307,34367.46037187308,Corporate,0.6071986746755089
167,Annuitetslån,74,2,0,32657.023906004335,20324.37,0.03,12332.653906004336,20694.34961718013,Retail,0.6223583036378019
168,Revolverande,22,6,0,59855.0726934225,49438.37,0.54,10416.7026934225,55063.38945444815,Retail,0.8259679217703599
169,Revolverande,95,9,0,59074.50147910458,30803.79,0.46,28270.711479104582,43808.31728038811,Retail,0.5214396944322196
170,Kreditkort,65,0,0,45421.60875252835,25116.07,0.71,20305.53875252835,39533.00251429513,Retail,0.5529542147404001
171,Kreditkort,56,3,0,27164.341873186102,21495.62,0.38,5668.721873186103,23649.734311810716,Retail,0.7913175331230206
172,Revolverande,119,0,0,68024.06985981937,23634.24,0.69,44389.829859819365,54263.22260327536,Retail,0.3474393703391207
173,Kreditkort,117,8,1,35889.06862775622,30949.3,0.56,4939.768627756221,33715.570431543485,Retail,0.8623600774098702
174,Revolverande,111,2,1,59918.97585991817,34730.94,0.58,25188.03585991817,49340.00079875254,Retail,0.579631736049626
175,Kreditkort,112,4,0,45746.95446315265,31009.14,0.46,14737.814463152652,37788.53465305022,Retail,0.6778405330780353
176,Revolverande,76,4,0,49258.02941624524,39030.07,0.73,10227.959416245241,46496.48037385903,Retail,0.7923595495504724
177,Kreditkort,109,5,0,35408.97552793028,16746.1,0.47,18662.87552793028,25517.651498127227,Retail,0.47293376185907515
178,Annuitetslån,100,4,0,32224.16866496027,28315.51,0.03,3908.6586649602723,28432.769759948806,Retail,0.8787041271537768
179,Leasing,59,3,0,46843.283166384004,43868.56,0.08,2974.7231663840066,44106.53785331072,Corporate,0.9364962708566348
180,Revolverande,92,2,0,49838.11669229702,30963.34,0.8,18874.776692297022,46063.16135383762,Retail,0.6212782916972802
181,Annuitetslån,43,8,0,35767.46772170185,32512.96,0.1,3254.507721701848,32838.41077217019,Retail,0.9090092777318093
182,Revolverande,115,4,0,44089.92516526354,13259.32,0.72,30830.605165263543,35457.355718989755,Retail,0.30073355648256844
183,Leasing,5,5,0,38876.05527859991,34259.7,0.16,4616.355278599913,34998.31684457598,Corporate,0.8812545345581635
184,Leasing,8,5,0,37420.62121701834,18791.87,0.11,18628.751217018344,20841.03263387202,Corporate,0.5021795306662021
185,Revolverande,7,7,0,54025.08984296513,27146.1,0.71,26878.98984296513,46230.18278850524,Retail,0.5024720935940253
186,Kreditkort,7,5,0,33393.50735805035,14968.9,0.74,18424.60735805035,28603.10944495726,Retail,0.4482577957296051
187,Leasing,56,8,0,46273.482238365315,23417.11,0.09,22856.372238365315,25474.183501452877,Corporate,0.5060589535789224
188,Kreditkort,49,5,0,43741.748935809934,19192.35,0.33,24549.398935809935,27293.65164881728,Retail,0.4387650349364026
189,Kreditkort,89,4,0,36225.56162062114,32197.82,0.73,4027.741620621142,35138.07138305344,Retail,0.888814929557134
190,Revolverande,51,6,0,54370.80271971936,48083.66,0.8,6287.142719719355,53113.37417577549,Retail,0.8843654607762649
191,Revolverande,11,5,1,72546.36347770956,26583.7,0.6,45962.66347770956,54161.298086625735,Retail,0.3664373888040309
192,Leasing,101,1,0,47319.85810195006,18589.98,0.2,28729.878101950064,24335.955620390014,Corporate,0.39285789826224987
193,Leasing,22,7,0,36526.04294965775,31423.8,0.07,5102.24294965775,31780.95700647604,Corporate,0.8603121899437629
194,Kreditkort,115,4,0,44052.20974671724,24638.82,0.47,19413.389746717243,33763.1131809571,Retail,0.5593095134537736
195,Annuitetslån,63,4,0,18272.48738193888,7492.21,0.06,10780.277381938882,8139.026642916333,Retail,0.4100268257624051
196,Annuitetslån,108,4,1,26818.316701948173,16947.44,0.03,9870.876701948175,17243.566301058443,Retail,0.6319352623190134
197,Kreditkort,37,6,0,25905.3280837482,14787.65,0.61,11117.678083748202,21569.433631086402,Retail,0.570834306834241
198,Leasing,52,6,0,27356.155114608726,12103.87,0.03,15252.285114608725,12561.438553438262,Corporate,0.44245508732096256
199,Leasing,84,4,0,30241.14121162322,23239.98,0.02,7001.161211623221,23380.003224232463,Corporate,0.7684888555418565
200,Kreditkort,64,5,0,45633.46116266786,32415.18,0.54,13218.28116266786,39553.051827840645,Retail,0.7103379663543566
201,Kreditkort,19,4,0,41056.00612434049,14976.41,0.55,26079.596124340493,29320.18786838727,Retail,0.36478000209380024
202,Revolverande,90,4,0,64688.455416666235,58316.73,0.45,6371.7254166662315,61184.006437499804,Retail,0.9015013517384953
203,Revolverande,5,8,0,64418.011277460726,42709.49,0.88,21708.521277460728,61812.988724165436,Retail,0.6630054103353491
204,Leasing,34,4,0,59036.11905276975,27312.05,0.11,31724.069052769748,30801.69759580467,Corporate,0.4626328837027207
205,Kreditkort,101,7,0,43119.4750905007,18717.72,0.37,24401.7550905007,27746.36938348526,Retail,0.43408969985637763
206,Revolverande,104,7,0,69484.66680272695,26985.5,0.56,42499.16680272695,50785.033409527096,Retail,0.3883662575027408
207,Revolverande,15,9,0,70603.28069032085,40668.5,0.8,29934.780690320855,64616.32455225669,Retail,0.5760143098502691
208,Kreditkort,113,6,0,42288.3327401095,16412.17,0.54,25876.162740109503,30385.29787965913,Retail,0.38810160951163336
209,Revolverande,91,5,0,75080.63646152071,42817.04,0.49,32263.596461520712,58626.20226614515,Retail,0.5702807277338945
210,Revolverande,75,10,0,71228.92123303925,28256.57,0.45,42972.35123303925,47594.12805486766,Retail,0.396700799490605
211,Kreditkort,70,8,0,37152.80207508514,27007.3,0.49,10145.502075085144,31978.59601679172,Retail,0.7269249825469081
212,Kreditkort,16,5,0,49357.160176963494,39999.4,0.45,9357.760176963493,44210.39207963357,Retail,0.8104072409471595
213,Kreditkort,103,6,0,23933.407961713267,15728.79,0.6,8204.617961713266,20651.56077702796,Retail,0.6571897334956078
214,Revolverande,100,1,0,57518.65596738649,42680.97,0.86,14837.68596738649,55441.37993195238,Retail,0.7420369840387167
215,Kreditkort,13,10,0,44476.63438235409,40471.34,0.41,4005.294382354092,42113.51069676517,Retail,0.909946100059604
216,Revolverande,107,10,0,73980.01531203261,52891.38,0.83,21088.635312032617,70394.94730898707,Retail,0.714941457864194
217,Annuitetslån,58,3,0,35545.24317968354,19077.23,0.09,16468.013179683538,20559.351186171516,Retail,0.5367027566406946
218,Kreditkort,69,6,0,31523.948832398408,18667.29,0.71,12856.658832398407,27795.51777100287,Retail,0.5921621716634335
219,Kreditkort,94,8,0,46905.70098004202,40308.01,0.73,6597.690980042018,45124.324415430674,Retail,0.8593413840494724
220,Leasing,31,1,0,61529.670393660504,23686.97,0.17,37842.7003936605,30120.229066922286,Corporate,0.3849682575650609
221,Kreditkort,11,7,0,52790.79060721403,27014.58,0.57,25776.21060721403,41707.020046112,Retail,0.5117290286671398
222,Kreditkort,69,6,0,41623.63147425572,28105.61,0.48,13518.021474255722,34594.26030764275,Retail,0.6752320497884323
223,Revolverande,27,5,0,50541.741359257314,37383.36,0.65,13158.381359257313,45936.30788351726,Retail,0.7396531855575411
224,Annuitetslån,100,5,0,35050.95306117881,27910.18,0.09,7140.7730611788065,28552.849575506094,Retail,0.7962744964818753
225,Revolverande,78,8,0,73632.32563694452,37319.4,0.55,36312.925636944514,57291.50910031948,Retail,0.5068344599627211
226,Revolverande,44,2,0,66143.1834016198,26113.89,0.48,40029.2934016198,45327.9508327775,Retail,0.39480848451815653
227,Leasing,11,5,0,46468.79134852288,42781.28,0.03,3687.5113485228794,42891.90534045568,Corporate,0.9206454215504338
228,Annuitetslån,81,5,1,28265.22275032549,9883.07,0.08,18382.15275032549,11353.642220026039,Retail,0.34965477142352225
